DBN,School Name,Total Grads Pct of cohort
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,70.10%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,76.70%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,82.50%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,85.10%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,74.40%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,81.50%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,85.70%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,87.10%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,80.30%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,83.20%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,80.00%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,87.50%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,90.00%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,83.00%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,84.90%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,88.70%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,78.60%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,92.90%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,94.30%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,66.00%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,83.70%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,85.70%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,75.90%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,77.60%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,78.00%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,83.10%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,76.40%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,80.00%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,81.80%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,83.60%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,79.60%
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,83.30%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,90.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,93.80%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,93.80%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,90.60%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,95.80%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,95.80%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,85.70%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,94.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,98.80%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,1.20%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,96.20%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,94.90%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,95.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,95.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,98.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,99.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,92.50%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,97.50%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,100.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,100.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,90.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,94.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,97.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,98.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,98.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,97.90%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,97.10%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,98.10%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,98.10%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,98.10%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,98.10%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,98.10%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,98.10%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,99.10%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,100.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,98.80%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,98.80%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,98.80%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,99.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,99.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,99.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,98.10%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,99.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,100.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,97.10%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,99.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,98.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,95.50%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,96.20%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,97.70%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,97.70%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,91.10%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,95.20%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,98.30%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,98.30%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,90.50%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,96.40%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,94.40%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,97.20%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,97.20%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,76.70%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,94.50%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,94.50%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,92.40%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,92.40%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,92.40%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,78.10%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,96.70%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,96.70%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,86.90%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,90.50%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,92.80%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,95.20%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,64.20%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,78.90%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,92.20%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,96.70%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,62.50%
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,85.20%
02M414,NYC MUSEUM SCHOOL,84.90%
02M414,NYC MUSEUM SCHOOL,100.00%
02M414,NYC MUSEUM SCHOOL,100.00%
02M414,NYC MUSEUM SCHOOL,76.80%
02M414,NYC MUSEUM SCHOOL,87.50%
02M414,NYC MUSEUM SCHOOL,91.10%
02M414,NYC MUSEUM SCHOOL,73.10%
02M414,NYC MUSEUM SCHOOL,94.20%
02M414,NYC MUSEUM SCHOOL,96.20%
02M414,NYC MUSEUM SCHOOL,92.00%
02M414,NYC MUSEUM SCHOOL,94.70%
02M414,NYC MUSEUM SCHOOL,94.70%
02M414,NYC MUSEUM SCHOOL,94.00%
02M414,NYC MUSEUM SCHOOL,94.00%
02M414,NYC MUSEUM SCHOOL,100.00%
02M414,NYC MUSEUM SCHOOL,100.00%
02M414,NYC MUSEUM SCHOOL,94.30%
02M414,NYC MUSEUM SCHOOL,96.20%
02M414,NYC MUSEUM SCHOOL,96.20%
02M414,NYC MUSEUM SCHOOL,97.20%
02M414,NYC MUSEUM SCHOOL,95.90%
02M414,NYC MUSEUM SCHOOL,98.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,s
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,s
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,s
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,97.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,98.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,98.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,99.10%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,99.10%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,99.10%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,99.10%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,99.10%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,100.00%
02M418,MILLENNIUM HIGH SCHOOL,90.10%
02M418,MILLENNIUM HIGH SCHOOL,96.70%
02M418,MILLENNIUM HIGH SCHOOL,96.70%
02M418,MILLENNIUM HIGH SCHOOL,88.80%
02M418,MILLENNIUM HIGH SCHOOL,98.10%
02M418,MILLENNIUM HIGH SCHOOL,98.10%
02M418,MILLENNIUM HIGH SCHOOL,96.20%
02M418,MILLENNIUM HIGH SCHOOL,99.00%
02M418,MILLENNIUM HIGH SCHOOL,99.00%
02M418,MILLENNIUM HIGH SCHOOL,96.70%
02M418,MILLENNIUM HIGH SCHOOL,100.00%
02M418,MILLENNIUM HIGH SCHOOL,100.00%
02M418,MILLENNIUM HIGH SCHOOL,100.00%
02M418,MILLENNIUM HIGH SCHOOL,96.70%
02M418,MILLENNIUM HIGH SCHOOL,99.30%
02M418,MILLENNIUM HIGH SCHOOL,100.00%
02M418,MILLENNIUM HIGH SCHOOL,100.00%
02M418,MILLENNIUM HIGH SCHOOL,91.80%
02M418,MILLENNIUM HIGH SCHOOL,97.30%
02M419,LANDMARK HIGH SCHOOL,60.80%
02M419,LANDMARK HIGH SCHOOL,74.70%
02M419,LANDMARK HIGH SCHOOL,79.70%
02M419,LANDMARK HIGH SCHOOL,61.10%
02M419,LANDMARK HIGH SCHOOL,71.60%
02M419,LANDMARK HIGH SCHOOL,73.70%
02M419,LANDMARK HIGH SCHOOL,60.30%
02M419,LANDMARK HIGH SCHOOL,66.70%
02M419,LANDMARK HIGH SCHOOL,70.10%
02M419,LANDMARK HIGH SCHOOL,52.00%
02M419,LANDMARK HIGH SCHOOL,68.00%
02M419,LANDMARK HIGH SCHOOL,68.80%
02M419,LANDMARK HIGH SCHOOL,61.20%
02M419,LANDMARK HIGH SCHOOL,61.20%
02M419,LANDMARK HIGH SCHOOL,72.40%
02M419,LANDMARK HIGH SCHOOL,75.50%
02M419,LANDMARK HIGH SCHOOL,61.70%
02M419,LANDMARK HIGH SCHOOL,64.90%
02M419,LANDMARK HIGH SCHOOL,68.80%
02M419,LANDMARK HIGH SCHOOL,69.90%
02M419,LANDMARK HIGH SCHOOL,42.10%
02M419,LANDMARK HIGH SCHOOL,53.70%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,76.50%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,83.40%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,85.00%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,81.80%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,86.30%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,87.30%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,74.80%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,87.00%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,89.30%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,77.00%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,91.00%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,95.30%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,73.80%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,78.20%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,90.30%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,93.80%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,82.10%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,86.20%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,90.60%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,92.10%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,79.10%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,82.10%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,70.00%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,71.70%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,73.30%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,69.40%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,71.90%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,72.70%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,57.10%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,61.80%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,66.10%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,59.60%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,65.30%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,68.50%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,50.30%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,58.70%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,60.60%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,63.80%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,54.20%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,64.60%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,70.70%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,70.70%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,70.20%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,77.50%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,21.30%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,28.00%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,29.30%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,33.30%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,46.70%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,53.30%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,36.80%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,52.60%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,55.30%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,38.00%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,45.60%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,47.80%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,50.50%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,50.50%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,64.30%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,68.30%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,47.90%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,58.90%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,62.30%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,62.30%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,30.10%
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,30.10%
02M439,MANHATTAN VILLAGE ACADEMY,85.70%
02M439,MANHATTAN VILLAGE ACADEMY,90.50%
02M439,MANHATTAN VILLAGE ACADEMY,90.50%
02M439,MANHATTAN VILLAGE ACADEMY,75.00%
02M439,MANHATTAN VILLAGE ACADEMY,82.50%
02M439,MANHATTAN VILLAGE ACADEMY,85.00%
02M439,MANHATTAN VILLAGE ACADEMY,88.40%
02M439,MANHATTAN VILLAGE ACADEMY,94.20%
02M439,MANHATTAN VILLAGE ACADEMY,93.10%
02M439,MANHATTAN VILLAGE ACADEMY,89.70%
02M439,MANHATTAN VILLAGE ACADEMY,93.00%
02M439,MANHATTAN VILLAGE ACADEMY,93.00%
02M439,MANHATTAN VILLAGE ACADEMY,98.60%
02M439,MANHATTAN VILLAGE ACADEMY,98.60%
02M439,MANHATTAN VILLAGE ACADEMY,100.00%
02M439,MANHATTAN VILLAGE ACADEMY,100.00%
02M439,MANHATTAN VILLAGE ACADEMY,98.20%
02M439,MANHATTAN VILLAGE ACADEMY,98.20%
02M439,MANHATTAN VILLAGE ACADEMY,98.20%
02M439,MANHATTAN VILLAGE ACADEMY,98.20%
02M439,MANHATTAN VILLAGE ACADEMY,96.70%
02M439,MANHATTAN VILLAGE ACADEMY,97.80%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,51.50%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,61.00%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,63.30%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,41.20%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,55.50%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,60.40%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,32.20%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,50.90%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,55.30%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,48.20%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,60.30%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,65.30%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,51.00%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,58.50%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,65.30%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,69.10%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,38.10%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,46.80%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,58.50%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,60.20%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,28.80%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,38.40%
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M442,BALLET TECH/NYC PS FOR DANCE,s
02M445,SEWARD PARK HIGH SCHOOL,31.90%
02M445,SEWARD PARK HIGH SCHOOL,49.50%
02M445,SEWARD PARK HIGH SCHOOL,49.50%
02M445,SEWARD PARK HIGH SCHOOL,58.20%
02M445,SEWARD PARK HIGH SCHOOL,58.20%
02M445,SEWARD PARK HIGH SCHOOL,58.20%
02M445,SEWARD PARK HIGH SCHOOL,s
02M445,SEWARD PARK HIGH SCHOOL,s
02M445,SEWARD PARK HIGH SCHOOL,s
02M445,SEWARD PARK HIGH SCHOOL,s
02M445,SEWARD PARK HIGH SCHOOL,s
02M445,SEWARD PARK HIGH SCHOOL,s
02M445,SEWARD PARK HIGH SCHOOL,s
02M445,SEWARD PARK HIGH SCHOOL,s
02M445,SEWARD PARK HIGH SCHOOL,s
02M445,SEWARD PARK HIGH SCHOOL,s
02M449,VANGUARD HIGH SCHOOL,53.30%
02M449,VANGUARD HIGH SCHOOL,72.20%
02M449,VANGUARD HIGH SCHOOL,72.20%
02M449,VANGUARD HIGH SCHOOL,66.70%
02M449,VANGUARD HIGH SCHOOL,74.40%
02M449,VANGUARD HIGH SCHOOL,74.40%
02M449,VANGUARD HIGH SCHOOL,65.60%
02M449,VANGUARD HIGH SCHOOL,72.10%
02M449,VANGUARD HIGH SCHOOL,78.30%
02M449,VANGUARD HIGH SCHOOL,47.10%
02M449,VANGUARD HIGH SCHOOL,66.70%
02M449,VANGUARD HIGH SCHOOL,70.00%
02M449,VANGUARD HIGH SCHOOL,78.90%
02M449,VANGUARD HIGH SCHOOL,78.90%
02M449,VANGUARD HIGH SCHOOL,82.40%
02M449,VANGUARD HIGH SCHOOL,85.10%
02M449,VANGUARD HIGH SCHOOL,44.90%
02M449,VANGUARD HIGH SCHOOL,59.60%
02M449,VANGUARD HIGH SCHOOL,74.40%
02M449,VANGUARD HIGH SCHOOL,75.60%
02M449,VANGUARD HIGH SCHOOL,64.40%
02M449,VANGUARD HIGH SCHOOL,65.60%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,64.20%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,83.00%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,86.80%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,60.00%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,76.40%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,81.80%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,57.10%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,80.20%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,85.70%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,63.60%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,79.10%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,84.80%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,52.90%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,60.30%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,68.10%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,79.70%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,55.10%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,59.40%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,78.30%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,78.30%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,55.40%
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,58.50%
02M460,WASHINGTON IRVING HIGH SCHOOL,43.20%
02M460,WASHINGTON IRVING HIGH SCHOOL,53.20%
02M460,WASHINGTON IRVING HIGH SCHOOL,56.20%
02M460,WASHINGTON IRVING HIGH SCHOOL,45.50%
02M460,WASHINGTON IRVING HIGH SCHOOL,53.90%
02M460,WASHINGTON IRVING HIGH SCHOOL,57.80%
02M460,WASHINGTON IRVING HIGH SCHOOL,42.70%
02M460,WASHINGTON IRVING HIGH SCHOOL,52.60%
02M460,WASHINGTON IRVING HIGH SCHOOL,57.70%
02M460,WASHINGTON IRVING HIGH SCHOOL,36.60%
02M460,WASHINGTON IRVING HIGH SCHOOL,49.40%
02M460,WASHINGTON IRVING HIGH SCHOOL,53.30%
02M460,WASHINGTON IRVING HIGH SCHOOL,36.60%
02M460,WASHINGTON IRVING HIGH SCHOOL,39.10%
02M460,WASHINGTON IRVING HIGH SCHOOL,43.40%
02M460,WASHINGTON IRVING HIGH SCHOOL,46.00%
02M460,WASHINGTON IRVING HIGH SCHOOL,51.90%
02M460,WASHINGTON IRVING HIGH SCHOOL,53.50%
02M460,WASHINGTON IRVING HIGH SCHOOL,54.90%
02M460,WASHINGTON IRVING HIGH SCHOOL,55.60%
02M460,WASHINGTON IRVING HIGH SCHOOL,46.20%
02M460,WASHINGTON IRVING HIGH SCHOOL,48.20%
